,assessment,soil,bedrock,sand,big rock,mean,dataset,epoch
1,Accuracy,0.7719604969024658,0.7077383995056152,0.642616868019104,0.47117558121681213,0.6483728289604187,train,1
1,Recall,0.7719604969024658,0.7077383995056152,0.642616868019104,0.47117558121681213,0.6483728289604187,train,1
1,IoU,0.5893497467041016,0.5875100493431091,0.4442287087440491,0.379993200302124,0.500270426273346,train,1
2,Accuracy,0.8025686144828796,0.7300158739089966,0.6196262240409851,0.5224184989929199,0.6686573028564453,train,2
2,Recall,0.8025686144828796,0.7300158739089966,0.6196262240409851,0.5224184989929199,0.6686573028564453,train,2
2,IoU,0.6149360537528992,0.6044774651527405,0.4677695631980896,0.41479676961898804,0.5254949331283569,train,2
3,Accuracy,0.83626788854599,0.7163460850715637,0.6071447134017944,0.5217927694320679,0.670387864112854,train,3
3,Recall,0.83626788854599,0.7163460850715637,0.6071447134017944,0.5217927694320679,0.670387864112854,train,3
3,IoU,0.6406519412994385,0.5949042439460754,0.47897082567214966,0.4160657525062561,0.5326482057571411,train,3
4,Accuracy,0.8318838477134705,0.7410343289375305,0.5767068266868591,0.5349370837211609,0.6711405515670776,train,4
4,Recall,0.8318838477134705,0.7410343289375305,0.5767068266868591,0.5349370837211609,0.6711405515670776,train,4
4,IoU,0.6344751119613647,0.6079242825508118,0.4805045425891876,0.41310450434684753,0.5340020656585693,train,4
5,Accuracy,0.8135328888893127,0.7737420201301575,0.5438439846038818,0.5625274777412415,0.6734116077423096,train,5
5,Recall,0.8135328888893127,0.7737420201301575,0.5438439846038818,0.5625274777412415,0.6734116077423096,train,5
5,IoU,0.6150772571563721,0.6304978132247925,0.46244949102401733,0.44319209456443787,0.5378041863441467,train,5
6,Accuracy,0.8306959271430969,0.7583118677139282,0.5935903191566467,0.5154601335525513,0.6745145320892334,train,6
6,Recall,0.8306959271430969,0.7583118677139282,0.5935903191566467,0.5154601335525513,0.6745145320892334,train,6
6,IoU,0.6358848214149475,0.6278209090232849,0.4802085757255554,0.42398226261138916,0.5419741272926331,train,6
7,Accuracy,0.8638839721679688,0.746014416217804,0.5132543444633484,0.47572383284568787,0.6497191190719604,train,7
7,Recall,0.8638839721679688,0.746014416217804,0.5132543444633484,0.47572383284568787,0.6497191190719604,train,7
7,IoU,0.6257272362709045,0.6311618089675903,0.43559300899505615,0.4022904932498932,0.5236931443214417,train,7
8,Accuracy,0.8500005006790161,0.7154416441917419,0.5967493057250977,0.5080944895744324,0.667571485042572,train,8
8,Recall,0.8500005006790161,0.7154416441917419,0.5967493057250977,0.5080944895744324,0.667571485042572,train,8
8,IoU,0.6228442788124084,0.6136913895606995,0.4900502860546112,0.41432613134384155,0.5352280139923096,train,8
