,assessment,soil,bedrock,sand,big rock,mean,dataset,epoch
1,Accuracy,0.7526624798774719,0.7182977199554443,0.6461511850357056,0.45815661549568176,0.6438170075416565,train,1
1,Recall,0.7526624798774719,0.7182977199554443,0.6461511850357056,0.45815661549568176,0.6438170075416565,train,1
1,IoU,0.6025668382644653,0.5966802835464478,0.4018467962741852,0.34456297755241394,0.48641422390937805,train,1
2,Accuracy,0.7842647433280945,0.7092539668083191,0.7034711241722107,0.4693530201911926,0.6665856838226318,train,2
2,Recall,0.7842647433280945,0.7092539668083191,0.7034711241722107,0.4693530201911926,0.6665856838226318,train,2
2,IoU,0.6317779421806335,0.600066602230072,0.4445299506187439,0.3842565715312958,0.5151577591896057,train,2
3,Accuracy,0.7830507159233093,0.7540496587753296,0.6573858857154846,0.4603941738605499,0.6637201309204102,train,3
3,Recall,0.7830507159233093,0.7540496587753296,0.6573858857154846,0.4603941738605499,0.6637201309204102,train,3
3,IoU,0.6264856457710266,0.6221492290496826,0.452717125415802,0.3800991475582123,0.5203627943992615,train,3
4,Accuracy,0.8186443448066711,0.7291588187217712,0.662574827671051,0.4798084795475006,0.6725466251373291,train,4
4,Recall,0.8186443448066711,0.7291588187217712,0.662574827671051,0.4798084795475006,0.6725466251373291,train,4
4,IoU,0.6504011750221252,0.6170075535774231,0.46000391244888306,0.3848772644996643,0.5280724763870239,train,4
5,Accuracy,0.8206871151924133,0.766029417514801,0.6277137398719788,0.5089609622955322,0.6808477640151978,train,5
5,Recall,0.8206871151924133,0.766029417514801,0.6277137398719788,0.5089609622955322,0.6808477640151978,train,5
5,IoU,0.6481677889823914,0.64131760597229,0.47394052147865295,0.405200332403183,0.5421565771102905,train,5
6,Accuracy,0.7958274483680725,0.7815084457397461,0.6329874992370605,0.4875388443470001,0.674465537071228,train,6
6,Recall,0.7958274483680725,0.7815084457397461,0.6329874992370605,0.4875388443470001,0.674465537071228,train,6
6,IoU,0.6332395076751709,0.6480269432067871,0.45982053875923157,0.4090421497821808,0.5375322699546814,train,6
7,Accuracy,0.8400120735168457,0.734784722328186,0.6284549236297607,0.5336123704910278,0.6842160224914551,train,7
7,Recall,0.8400120735168457,0.734784722328186,0.6284549236297607,0.5336123704910278,0.6842160224914551,train,7
7,IoU,0.6511985063552856,0.6306222677230835,0.4724799394607544,0.4133499562740326,0.5419126749038696,train,7
8,Accuracy,0.8232059478759766,0.7423365116119385,0.6071816682815552,0.5685294270515442,0.68531334400177,train,8
