,assessment,soil,bedrock,sand,big rock,mean,dataset,epoch
1,Accuracy,0.5145830512046814,0.5484693050384521,0.4664804935455322,0.467859148979187,0.499347984790802,train,31
1,Recall,0.5145830512046814,0.5484693050384521,0.4664804935455322,0.467859148979187,0.499347984790802,train,31
1,IoU,0.4019339680671692,0.40162917971611023,0.229486346244812,0.2217695266008377,0.3137047588825226,train,31
2,Accuracy,0.5279397964477539,0.5239778757095337,0.6412157416343689,0.45235922932624817,0.5363731384277344,train,32
2,Recall,0.5279397964477539,0.5239778757095337,0.6412157416343689,0.45235922932624817,0.5363731384277344,train,32
2,IoU,0.42257392406463623,0.4099237322807312,0.27013057470321655,0.2953828275203705,0.3495027422904968,train,32
3,Accuracy,0.5852072238922119,0.5703349113464355,0.6045173406600952,0.5801266431808472,0.5850465297698975,train,33
3,Recall,0.5852072238922119,0.5703349113464355,0.6045173406600952,0.5801266431808472,0.5850465297698975,train,33
3,IoU,0.4779009222984314,0.4451444149017334,0.29354849457740784,0.31024524569511414,0.3817097842693329,train,33
4,Accuracy,0.5558939576148987,0.7161876559257507,0.5533468127250671,0.6048623323440552,0.6075726747512817,train,34
4,Recall,0.5558939576148987,0.7161876559257507,0.5533468127250671,0.6048623323440552,0.6075726747512817,train,34
4,IoU,0.4783257842063904,0.5159497857093811,0.30440494418144226,0.3329406976699829,0.4079052805900574,train,34
5,Accuracy,0.5268452763557434,0.684856116771698,0.5989767909049988,0.6381180286407471,0.612199068069458,train,35
5,Recall,0.5268452763557434,0.684856116771698,0.5989767909049988,0.6381180286407471,0.612199068069458,train,35
5,IoU,0.44902244210243225,0.5049959421157837,0.3138480484485626,0.34407374262809753,0.4029850363731384,train,35
6,Accuracy,0.5994094014167786,0.6790338158607483,0.6096131205558777,0.5514660477638245,0.6098805665969849,train,36
6,Recall,0.5994094014167786,0.6790338158607483,0.6096131205558777,0.5514660477638245,0.6098805665969849,train,36
6,IoU,0.5007378458976746,0.5122857689857483,0.3330004811286926,0.3259108364582062,0.417983740568161,train,36
7,Accuracy,0.6471095085144043,0.6430520415306091,0.6600058674812317,0.5418028831481934,0.6229925751686096,train,37
7,Recall,0.6471095085144043,0.6430520415306091,0.6600058674812317,0.5418028831481934,0.6229925751686096,train,37
7,IoU,0.5279882550239563,0.5155282616615295,0.3508666753768921,0.36818939447402954,0.4406431317329407,train,37
8,Accuracy,0.666331946849823,0.6335207223892212,0.6748762726783752,0.49238356947898865,0.6167781352996826,train,38
8,Recall,0.666331946849823,0.6335207223892212,0.6748762726783752,0.49238356947898865,0.6167781352996826,train,38
8,IoU,0.5560693740844727,0.5202118158340454,0.3310270607471466,0.3358178436756134,0.4357815086841583,train,38
9,Accuracy,0.6591965556144714,0.678650975227356,0.6900211572647095,0.5091682076454163,0.6342592239379883,train,39
9,Recall,0.6591965556144714,0.678650975227356,0.6900211572647095,0.5091682076454163,0.6342592239379883,train,39
9,IoU,0.5557191967964172,0.547885000705719,0.3624351918697357,0.3455648422241211,0.45290106534957886,train,39
10,Accuracy,0.6316612958908081,0.6820661425590515,0.6690934896469116,0.49909910559654236,0.6204800009727478,train,40
10,Recall,0.6316612958908081,0.6820661425590515,0.6690934896469116,0.49909910559654236,0.6204800009727478,train,40
10,IoU,0.5295907258987427,0.548615038394928,0.3472000062465668,0.31793639063835144,0.4358355402946472,train,40
11,Accuracy,0.667342483997345,0.7240225672721863,0.6375578045845032,0.49582722783088684,0.6311875581741333,train,41
11,Recall,0.667342483997345,0.7240225672721863,0.6375578045845032,0.49582722783088684,0.6311875581741333,train,41
11,IoU,0.5672542452812195,0.5617139339447021,0.36092907190322876,0.34429284930229187,0.45854753255844116,train,41
12,Accuracy,0.6710042953491211,0.6374565958976746,0.7195580005645752,0.4643351137638092,0.6230884790420532,train,42
12,Recall,0.6710042953491211,0.6374565958976746,0.7195580005645752,0.4643351137638092,0.6230884790420532,train,42
12,IoU,0.5538676381111145,0.5310805439949036,0.35441678762435913,0.3518531620502472,0.4478045403957367,train,42
13,Accuracy,0.7014124989509583,0.6769554615020752,0.6777448058128357,0.5200788378715515,0.6440479159355164,train,43
13,Recall,0.7014124989509583,0.6769554615020752,0.6777448058128357,0.5200788378715515,0.6440479159355164,train,43
13,IoU,0.5819131731987,0.5559694170951843,0.3753025233745575,0.35583606362342834,0.46725529432296753,train,43
14,Accuracy,0.668142557144165,0.7295985221862793,0.6029958128929138,0.561873733997345,0.6406526565551758,train,44
14,Recall,0.668142557144165,0.7295985221862793,0.6029958128929138,0.561873733997345,0.6406526565551758,train,44
