,assessment,soil,bedrock,sand,big rock,mean,dataset,epoch
1,Accuracy,0.762869119644165,0.7061748504638672,0.7056787014007568,0.5138819217681885,0.6721511483192444,train,1
1,Recall,0.762869119644165,0.7061748504638672,0.7056787014007568,0.5138819217681885,0.6721511483192444,train,1
1,IoU,0.6382065415382385,0.5832361578941345,0.4223698675632477,0.3769794702529907,0.5051980018615723,train,1
2,Accuracy,0.749638020992279,0.7376006245613098,0.7428274750709534,0.40170326828956604,0.6579423546791077,train,2
2,Recall,0.749638020992279,0.7376006245613098,0.7428274750709534,0.40170326828956604,0.6579423546791077,train,2
2,IoU,0.6297076940536499,0.602320671081543,0.4575694799423218,0.32959577441215515,0.504798412322998,train,2
3,Accuracy,0.7660832405090332,0.6919268369674683,0.7705419659614563,0.49247509241104126,0.6802567839622498,train,3
3,Recall,0.7660832405090332,0.6919268369674683,0.7705419659614563,0.49247509241104126,0.6802567839622498,train,3
3,IoU,0.6389026045799255,0.5986635088920593,0.4246267080307007,0.39713019132614136,0.5148307085037231,train,3
4,Accuracy,0.7940107583999634,0.7639724016189575,0.7152106761932373,0.5349834561347961,0.7020443677902222,train,4
4,Recall,0.7940107583999634,0.7639724016189575,0.7152106761932373,0.5349834561347961,0.7020443677902222,train,4
4,IoU,0.6717449426651001,0.6365676522254944,0.4837281405925751,0.40775102376937866,0.54994797706604,train,4
5,Accuracy,0.8055108785629272,0.7271877527236938,0.6593481302261353,0.44548299908638,0.6593824625015259,train,5
5,Recall,0.8055108785629272,0.7271877527236938,0.6593481302261353,0.44548299908638,0.6593824625015259,train,5
5,IoU,0.6359197497367859,0.6243743300437927,0.43797287344932556,0.36267513036727905,0.5152355432510376,train,5
6,Accuracy,0.8120483756065369,0.7539970874786377,0.5835601687431335,0.4725068509578705,0.6555281281471252,train,6
6,Recall,0.8120483756065369,0.7539970874786377,0.5835601687431335,0.4725068509578705,0.6555281281471252,train,6
6,IoU,0.6336521506309509,0.6239222884178162,0.42527562379837036,0.38981136679649353,0.5181653499603271,train,6
7,Accuracy,0.8202185034751892,0.7636441588401794,0.6714752912521362,0.3827321529388428,0.6595175266265869,train,7
7,Recall,0.8202185034751892,0.7636441588401794,0.6714752912521362,0.3827321529388428,0.6595175266265869,train,7
7,IoU,0.6608540415763855,0.642694354057312,0.4721733331680298,0.32348212599754333,0.5248009562492371,train,7
8,Accuracy,0.8253247141838074,0.7373641729354858,0.6736435890197754,0.5172808766365051,0.6884033679962158,train,8
8,Recall,0.8253247141838074,0.7373641729354858,0.6736435890197754,0.5172808766365051,0.6884033679962158,train,8
8,IoU,0.6502151489257812,0.636507511138916,0.4761728346347809,0.4212515354156494,0.5460367202758789,train,8
9,Accuracy,0.8376217484474182,0.7297406196594238,0.6440800428390503,0.4462171494960785,0.6644148826599121,train,9
9,Recall,0.8376217484474182,0.7297406196594238,0.6440800428390503,0.4462171494960785,0.6644148826599121,train,9
9,IoU,0.6411364078521729,0.6242812275886536,0.4734824001789093,0.38373440504074097,0.5306586027145386,train,9
10,Accuracy,0.8373746275901794,0.7677534222602844,0.6518151760101318,0.4734020531177521,0.6825863122940063,train,10
10,Recall,0.8373746275901794,0.7677534222602844,0.6518151760101318,0.4734020531177521,0.6825863122940063,train,10
10,IoU,0.6568863391876221,0.6618061065673828,0.4847700595855713,0.3899902105331421,0.548363208770752,train,10
11,Accuracy,0.8330826759338379,0.7504505515098572,0.6668691039085388,0.5431395173072815,0.69838547706604,train,11
11,Recall,0.8330826759338379,0.7504505515098572,0.6668691039085388,0.5431395173072815,0.69838547706604,train,11
11,IoU,0.6510661244392395,0.6444514393806458,0.4988994002342224,0.4569562077522278,0.5628433227539062,train,11
12,Accuracy,0.8464666604995728,0.7499469518661499,0.6190797686576843,0.5074183344841003,0.6807278990745544,train,12
12,Recall,0.8464666604995728,0.7499469518661499,0.6190797686576843,0.5074183344841003,0.6807278990745544,train,12
12,IoU,0.6577005982398987,0.6382350921630859,0.4717518985271454,0.42273974418640137,0.5476068258285522,train,12
13,Accuracy,0.8552722334861755,0.7497913837432861,0.6369267106056213,0.5205453634262085,0.6906338930130005,train,13
